Year,Month,Country,Passengers,Flights,Freight (tonnes)
1990,10,India,94524.0,651.0,59537.0
1990,10,Brazil,89646.0,603.0,42401.0
1990,10,Australia,97373.0,614.0,46021.0
1990,10,South Korea,107548.0,736.0,59651.0
1990,10,Spain,161048.0,1071.0,54235.0
1990,10,Netherlands,98298.0,681.0,63524.0
1990,10,UAE,50106.0,342.0,14021.0
1990,10,Turkey,68756.0,434.0,24966.0
1990,10,Singapore,49522.0,285.0,10708.0
1990,10,Thailand,68789.0,434.0,42184.0
1990,10,Saudi Arabia,39463.0,221.0,22065.0
1990,11,United States,786121.0,5266.0,267903.0
1990,11,China,211452.0,1371.0,65114.0
1990,11,Italy,300213.0,2042.0,211424.0
1990,11,Mexico,252318.0,1646.0,104724.0
1990,11,Canada,210402.0,0.0,107708.0
1990,11,Japan,407461.0,2681.0,252802.0
1990,11,Germany,335091.0,2223.0,171480.0
1990,11,United Kingdom,315416.0,2070.0,93441.0
1990,11,France,248223.0,1622.0,152996.0
1990,11,India,95331.0,610.0,63116.0
1990,11,Brazil,95142.0,615.0,66971.0
1990,11,Australia,67990.0,537.0,54736.0
1990,11,South Korea,122368.0,781.0,46674.0
1990,11,Spain,151426.0,1010.0,68488.0
1990,11,Netherlands,99109.0,700.0,55180.0
1990,11,UAE,52776.0,336.0,20704.0
1990,11,Turkey,65472.0,375.0,19693.0
1990,11,Singapore,40949.0,276.0,25056.0
1990,11,Thailand,59203.0,471.0,31060.0
1990,11,Saudi Arabia,25034.0,213.0,16391.0
1990,12,United States,830107.0,5596.0,429468.0
1990,12,China,231465.0,1455.0,76777.0
1990,12,Italy,301568.0,2037.0,126264.0
1990,12,Mexico,249349.0,1665.0,112406.0
1990,12,Canada,192792.0,1299.0,118221.0
1990,12,Japan,-68624.0,-436.0,-30820.0
1990,12,Germany,326742.0,2231.0,190720.0
1990,12,United Kingdom,293642.0,1957.0,96589.0
1990,12,France,300419.0,1966.0,201597.0
1990,12,India,96380.0,649.0,60941.0
1990,12,Brazil,97337.0,585.0,32937.0
1990,12,Australia,82241.0,561.0,32231.0
1990,12,South Korea,129821.0,839.0,65475.0
1990,12,Spain,138191.0,964.0,448277.0
1990,12,Netherlands,98021.0,678.0,58184.0
1990,12,UAE,52691.0,335.0,17429.0
1990,12,Turkey,67218.0,388.0,41558.0
1990,12,Singapore,48023.0,284.0,19605.0
1990,12,Thailand,65113.0,420.0,47008.0
1990,12,Saudi Arabia,35963.0,216.0,15108.0
1991,1,United States,848761.0,5613.0,338722.0
1991,1,China,216367.0,1423.0,136441.0
1991,1,Italy,313214.0,2044.0,179043.0
1991,1,Mexico,275156.0,1796.0,156712.0
1991,1,Canada,221096.0,1435.0,134337.0
1991,1,Japan,449895.0,2980.0,205732.0
1991,1,Germany,395706.0,2621.0,144436.0
1991,1,United Kingdom,309544.0,2028.0,200679.0
1991,1,France,295231.0,1953.0,179518.0
1991,1,India,103942.0,-5.0,59339.0
1991,1,Brazil,85110.0,601.0,55831.0
1991,1,Australia,75895.0,526.0,53446.0
1991,1,South Korea,124147.0,813.0,44842.0
1991,1,Spain,143021.0,932.0,64594.0
1991,1,Netherlands,97989.0,687.0,43332.0
1991,1,UAE,62473.0,387.0,34283.0
1991,1,Turkey,61952.0,396.0,41677.0
1991,1,Singapore,50672.0,287.0,13179.0
1991,1,Thailand,74952.0,505.0,25203.0
1991,1,Saudi Arabia,34526.0,205.0,17463.0
1991,2,United States,836138.0,5553.0,281522.0
1991,2,China,227719.0,1488.0,95565.0
1991,2,Italy,323385.0,2184.0,208418.0
1991,2,Mexico,264618.0,1798.0,179580.0
1991,2,Canada,206850.0,1348.0,142456.0
1991,2,Japan,393771.0,2647.0,178746.0
1991,2,Germany,370758.0,2471.0,155744.0
1991,2,United Kingdom,324951.0,2193.0,158880.0
1991,2,France,277704.0,1840.0,108467.0
1991,13,India,122922.0,783.0,77481.0
1991,2,Brazil,104058.0,658.0,50178.0
1991,2,Australia,79992.0,570.0,58352.0
1991,2,South Korea,127586.0,877.0,84064.0
1991,2,Spain,155471.0,1026.0,71112.0
1991,2,Netherlands,97521.0,635.0,36455.0
1991,2,UAE,54524.0,352.0,21450.0
1991,2,Turkey,74411.0,426.0,29814.0
1991,2,Singapore,37474.0,271.0,12898.0
1991,2,Thailand,69288.0,486.0,39520.0
1991,2,Saudi Arabia,38750.0,192.0,26239.0
1991,3,United States,779037.0,5181.0,526302.0
1991,3,China,219460.0,1501.0,132981.0
1991,3,Italy,306845.0,2098.0,129950.0
1991,3,Mexico,256706.0,1705.0,155111.0
1991,3,Canada,174455.0,1239.0,100980.0
1991,3,Japan,409123.0,2772.0,1475837.0
1991,3,Germany,389504.0,2525.0,212329.0
1991,3,United Kingdom,300639.0,2003.0,173815.0
1991,3,France,257755.0,1718.0,175364.0
1991,3,India,101281.0,705.0,42021.0
1991,3,Brazil,99603.0,639.0,34634.0
1991,3,Australia,81090.0,539.0,38963.0
1991,3,South Korea,118509.0,808.0,81717.0
1991,3,Spain,160608.0,1042.0,47001.0
1991,3,Netherlands,113343.0,684.0,72202.0
1991,3,UAE,54531.0,345.0,29916.0
1991,3,Turkey,54626.0,392.0,21977.0
1991,3,Singapore,34682.0,258.0,13794.0
1991,3,Thailand,76802.0,512.0,48516.0
1991,3,Saudi Arabia,36116.0,209.0,17008.0
1991,4,United States,864635.0,5795.0,5674332.0
1991,4,China,222465.0,1469.0,101596.0
1991,4,Italy,288836.0,1961.0,174114.0
1991,4,Mexico,266448.0,1743.0,164773.0
1991,4,Canada,220510.0,0.0,71136.0
1991,4,Japan,415030.0,2726.0,228045.0
1991,4,Germany,378153.0,2470.0,247485.0
1991,4,United Kingdom,289413.0,1928.0,101773.0
1991,4,France,282214.0,1840.0,130743.0
1991,4,India,112901.0,702.0,74600.0
1991,4,Brazil,90955.0,626.0,54407.0
1991,4,Australia,91718.0,596.0,53780.0
1991,4,South Korea,125507.0,854.0,56328.0
1991,4,Spain,168993.0,1095.0,64940.0
1991,4,Netherlands,101102.0,671.0,55043.0
1991,4,UAE,46922.0,345.0,16828.0
1991,4,Turkey,51386.0,401.0,40883.0
1991,4,Singapore,46107.0,298.0,19748.0
1991,4,Thailand,84682.0,496.0,38722.0
1991,4,Saudi Arabia,33864.0,202.0,12028.0
1991,5,United States,857298.0,5731.0,469547.0
1991,5,China,204488.0,1397.0,113529.0
1991,5,Italy,310949.0,2056.0,166279.0
1991,5,Mexico,228036.0,1593.0,107234.0
1991,5,Canada,205146.0,1301.0,108708.0
1991,5,Japan,,,
1991,5,Germany,375070.0,2471.0,244044.0
1991,5,United Kingdom,301927.0,1955.0,93502.0
1991,5,France,274889.0,1839.0,152380.0
1991,5,India,94740.0,653.0,55772.0
1991,5,Brazil,106350.0,646.0,67861.0
1991,5,Australia,78091.0,533.0,49981.0
1991,5,South Korea,105604.0,736.0,67686.0
1991,5,Spain,160124.0,1039.0,94053.0
1991,5,Netherlands,111755.0,728.0,49486.0
1991,5,UAE,50023.0,373.0,27741.0
1991,5,Turkey,63333.0,450.0,28135.0
1991,5,Singapore,40130.0,263.0,24593.0
1991,5,Thailand,82439.0,511.0,28620.0
1991,5,Saudi Arabia,31430.0,203.0,16968.0
1991,6,United States,896952.0,5954.0,477011.0
1991,6,China,201854.0,1331.0,81000.0
1991,6,Italy,296867.0,1984.0,135921.0
1991,6,Mexico,-60621.0,-386.0,-31924.0
1991,6,Canada,209151.0,1393.0,82612.0
1991,6,Japan,407016.0,2731.0,255436.0
1991,6,Germany,392140.0,2605.0,265901.0
1991,6,United Kingdom,344040.0,2282.0,162657.0
1991,6,France,282029.0,1957.0,148733.0
1991,6,India,101327.0,700.0,33415.0
1991,6,Brazil,105957.0,667.0,67644.0
1991,6,Australia,92781.0,583.0,61383.0
1991,6,South Korea,132392.0,899.0,56321.0
1991,6,Spain,171460.0,1068.0,68043.0
1991,6,Netherlands,93778.0,656.0,42674.0
1991,6,UAE,50618.0,352.0,34686.0
1991,6,Turkey,74377.0,446.0,35397.0
1991,6,Singapore,42541.0,297.0,17693.0
1991,6,Thailand,70480.0,520.0,27046.0
1991,6,Saudi Arabia,37068.0,207.0,9643.0
1991,7,United States,874759.0,5803.0,314354.0
1991,7,China,228854.0,1573.0,73847.0
1991,7,Italy,280708.0,1932.0,90699.0
1991,7,Mexico,277858.0,1875.0,190054.0
1991,7,Canada,190568.0,1259.0,61145.0
1991,7,Japan,424944.0,2850.0,218529.0
1991,7,Germany,364673.0,2480.0,115049.0
1991,7,United Kingdom,336591.0,2233.0,201734.0
1991,7,France,283999.0,1846.0,100026.0
1991,7,India,105653.0,711.0,43990.0
1991,7,Brazil,90788.0,598.0,49026.0
1991,7,Australia,77050.0,610.0,55445.0
1991,7,South Korea,123568.0,810.0,72058.0
1991,7,Spain,144408.0,1019.0,101049.0
1991,7,Netherlands,114526.0,696.0,37977.0
1991,7,UAE,50575.0,350.0,32649.0
1991,7,Turkey,67635.0,417.0,30714.0
1991,7,Singapore,42815.0,279.0,25684.0
1991,7,Thailand,71816.0,474.0,47048.0
1991,7,Saudi Arabia,28374.0,186.0,21580.0
1991,8,United States,811297.0,5425.0,304758.0
1991,8,China,220907.0,1518.0,84813.0
1991,8,Italy,341427.0,2276.0,165736.0
1991,8,Mexico,265802.0,1739.0,157764.0
1991,8,Canada,214577.0,1422.0,139510.0
1991,8,Japan,-97045.0,-691.0,-45865.0
1991,8,Germany,361003.0,2413.0,230942.0
1991,8,United Kingdom,316797.0,2120.0,97674.0
1991,8,France,254111.0,1647.0,105149.0
1991,8,India,91943.0,690.0,70695.0
1991,8,Brazil,90999.0,617.0,45567.0
1991,8,Australia,81920.0,511.0,27027.0
1991,8,South Korea,127544.0,850.0,53326.0
1991,8,Spain,150425.0,1046.0,88753.0
1991,8,Netherlands,106342.0,707.0,36244.0
1991,8,UAE,45640.0,352.0,13888.0
1991,8,Turkey,62260.0,430.0,20613.0
1991,8,Singapore,44581.0,279.0,23378.0
1991,8,Thailand,65023.0,476.0,38414.0
1991,8,Saudi Arabia,24911.0,208.0,15587.0
1991,9,United States,820359.0,5488.0,341868.0
1991,9,China,212871.0,1393.0,119127.0
1991,9,Italy,316507.0,2047.0,135732.0
1991,9,Mexico,249806.0,1696.0,168910.0
1991,9,Canada,207401.0,1342.0,112610.0
1991,9,Japan,395987.0,2667.0,226887.0
1991,9,Germany,351353.0,2344.0,110493.0
1991,9,United Kingdom,310943.0,2064.0,161945.0
1991,9,France,312978.0,2060.0,191106.0
1991,9,India,99180.0,703.0,70940.0
1991,9,Brazil,95180.0,637.0,55610.0
1991,9,Australia,97211.0,583.0,40892.0
1991,9,South Korea,125630.0,815.0,79505.0
1991,9,Spain,151445.0,1048.0,86951.0
1991,9,Netherlands,106830.0,724.0,41317.0
1991,9,UAE,51700.0,356.0,19997.0
1991,9,Turkey,54643.0,426.0,28495.0
1991,9,Singapore,51323.0,306.0,25724.0
1991,9,Thailand,88026.0,529.0,36727.0
1991,9,Saudi Arabia,28345.0,210.0,19192.0
1991,10,United States,840136.0,5570.0,420546.0
1991,10,China,225314.0,1477.0,105521.0
1991,10,Italy,298671.0,1950.0,202719.0
1991,10,Mexico,253174.0,1709.0,115544.0
1991,10,Canada,226340.0,1484.0,100087.0
1991,10,Japan,405918.0,2675.0,197734.0
1991,10,Germany,376128.0,2473.0,133120.0
1991,10,United Kingdom,299408.0,2024.0,200700.0
1991,10,France,268109.0,1824.0,164802.0
1991,10,India,117748.0,761.0,41624.0
1991,10,Brazil,89106.0,666.0,54112.0
1991,10,Australia,82329.0,530.0,26570.0
1991,10,South Korea,124828.0,821.0,43758.0
1991,10,Spain,150980.0,1058.0,101979.0
1991,10,Netherlands,93366.0,645.0,37527.0
1991,10,UAE,48156.0,358.0,22489.0
1991,10,Turkey,79951.0,422.0,40915.0
1991,13,Singapore,42321.0,305.0,18075.0
1991,10,Thailand,67764.0,504.0,31147.0
1991,10,Saudi Arabia,-564.0,-37.0,-6634.0
1991,11,United States,868290.0,5791.0,396605.0
1991,11,China,217778.0,-5.0,149712.0
1991,11,Italy,293992.0,1983.0,150406.0
1991,11,Mexico,279310.0,1840.0,167061.0
1991,11,Canada,207238.0,1371.0,104566.0
1991,11,Japan,403818.0,2654.0,246747.0
1991,11,Germany,363648.0,2364.0,176084.0
1991,11,United Kingdom,301020.0,2011.0,166729.0
1991,11,France,278924.0,1927.0,123814.0
1991,11,India,104583.0,679.0,60459.0
1991,11,Brazil,104011.0,664.0,63669.0
1991,11,Australia,90255.0,592.0,58308.0
1991,11,South Korea,122361.0,842.0,82690.0
1991,11,Spain,160245.0,1037.0,75084.0
1991,11,Netherlands,95225.0,654.0,52454.0
1991,11,UAE,54538.0,332.0,30601.0
1991,11,Turkey,55702.0,418.0,30612.0
1991,11,Singapore,48182.0,278.0,16251.0
1991,11,Thailand,72802.0,485.0,23698.0
1991,11,Saudi Arabia,29455.0,212.0,10916.0
1991,12,United States,867646.0,5830.0,386543.0
1991,12,China,210430.0,1393.0,117024.0
1991,12,Italy,318274.0,2069.0,128997.0
1991,12,Mexico,254729.0,1682.0,146165.0
1991,12,Canada,214004.0,1375.0,130439.0
1991,12,Japan,374269.0,2528.0,115669.0
1991,12,Germany,349088.0,2325.0,220166.0
1991,12,United Kingdom,320099.0,2101.0,212842.0
1991,12,France,300297.0,2005.0,143615.0
1991,12,India,123438.0,787.0,65433.0
1991,12,Brazil,102791.0,674.0,44825.0
1991,12,Australia,69986.0,517.0,23708.0
1991,12,South Korea,125944.0,851.0,40265.0
1991,12,Spain,154442.0,1042.0,106128.0
1991,12,Netherlands,109714.0,719.0,71040.0
1991,12,UAE,46645.0,330.0,24594.0
1991,12,Turkey,67883.0,407.0,20738.0
1991,12,Singapore,39894.0,282.0,18738.0
1991,12,Thailand,76028.0,484.0,35660.0
1991,12,Saudi Arabia,25803.0,194.0,10780.0
1992,1,United States,868242.0,5790.0,581729.0
1992,1,China,263090.0,1702.0,80479.0
1992,1,Italy,317503.0,2128.0,143727.0
1992,1,Mexico,234533.0,1583.0,72445.0
1992,1,Canada,199197.0,1313.0,66765.0
1992,1,Japan,425534.0,2830.0,237547.0
1992,1,Germany,341418.0,2313.0,176489.0
1992,1,United Kingdom,341940.0,2251.0,223485.0
1992,1,France,267998.0,1801.0,99122.0
1992,1,India,115294.0,776.0,73394.0
1992,1,Brazil,97437.0,647.0,47683.0
1992,1,Australia,82826.0,532.0,58076.0
1992,1,South Korea,112102.0,777.0,75903.0
1992,1,Spain,160542.0,1048.0,86313.0
1992,1,Netherlands,101700.0,623.0,33461.0
1992,1,UAE,55250.0,380.0,19897.0
1992,1,Turkey,67814.0,444.0,25008.0
1992,1,Singapore,37676.0,265.0,23199.0
1992,1,Thailand,78854.0,558.0,23514.0
1992,1,Saudi Arabia,29701.0,220.0,24853.0
1992,2,United States,922708.0,6141.0,458321.0
1992,2,China,-90592.0,-614.0,-48922.0
1992,2,Italy,309297.0,2004.0,207290.0
1992,2,Mexico,247471.0,1670.0,83961.0
1992,2,Canada,214426.0,1473.0,152727.0
1992,2,Japan,426242.0,2864.0,214702.0
1992,2,Germany,363813.0,2388.0,124288.0
1992,2,United Kingdom,326336.0,2124.0,125430.0
1992,2,France,291643.0,1921.0,139682.0
1992,2,India,107034.0,711.0,33270.0
1992,2,Brazil,101655.0,671.0,38459.0
1992,2,Australia,91703.0,578.0,55056.0
1992,2,South Korea,117522.0,832.0,87294.0
1992,2,Spain,,,
1992,2,Netherlands,102557.0,733.0,64117.0
1992,2,UAE,48354.0,319.0,28035.0
1992,2,Turkey,70693.0,446.0,31756.0
1992,2,Singapore,-28032.0,-112.0,-16573.0
1992,2,Thailand,84030.0,543.0,38124.0
1992,2,Saudi Arabia,43639.0,230.0,23752.0
1992,3,United States,919829.0,6079.0,412763.0
1992,3,China,231969.0,1547.0,112528.0
1992,3,Italy,311479.0,2053.0,208601.0
1992,3,Mexico,292573.0,1853.0,118650.0
1992,3,Canada,217599.0,1418.0,106116.0
1992,3,Japan,405538.0,2792.0,137883.0
1992,3,Germany,389559.0,2611.0,130416.0
1992,3,United Kingdom,346545.0,2242.0,123090.0
1992,3,France,271813.0,1821.0,144723.0
1992,3,India,110844.0,804.0,53184.0
1992,3,Brazil,98651.0,628.0,38948.0
1992,3,Australia,83653.0,570.0,43634.0
1992,3,South Korea,,,
1992,3,Spain,162755.0,1088.0,97491.0
1992,3,Netherlands,100516.0,694.0,61019.0
1992,3,UAE,61454.0,392.0,30493.0
1992,3,Turkey,64836.0,438.0,38420.0
1992,3,Singapore,45801.0,305.0,24141.0
1992,3,Thailand,80327.0,551.0,32756.0
1992,3,Saudi Arabia,36043.0,228.0,14267.0
1992,4,United States,878516.0,5836.0,454794.0
1992,4,China,224706.0,1488.0,125436.0
1992,4,Italy,310245.0,2098.0,136078.0
1992,4,Mexico,308136.0,2030.0,89328.0
1992,4,Canada,215729.0,1421.0,63333.0
1992,4,Japan,409711.0,2705.0,208919.0
1992,4,Germany,,,
1992,4,United Kingdom,334193.0,2138.0,118154.0
1992,4,France,265005.0,1747.0,123669.0
1992,4,India,117575.0,717.0,63009.0
1992,4,Brazil,107226.0,692.0,66910.0
1992,4,Australia,80001.0,569.0,28069.0
1992,4,South Korea,142760.0,873.0,48638.0
1992,4,Spain,173917.0,1095.0,51506.0
1992,4,Netherlands,95497.0,711.0,38458.0
1992,4,UAE,53221.0,372.0,29612.0
1992,4,Turkey,67968.0,455.0,44458.0
1992,4,Singapore,36890.0,310.0,20388.0
1992,4,Thailand,-10202.0,-67.0,-4573.0
1992,4,Saudi Arabia,35295.0,219.0,16612.0
1992,5,United States,777152.0,5225.0,494200.0
1992,5,China,238009.0,1582.0,95515.0
1992,5,Italy,324380.0,2121.0,116610.0
1992,5,Mexico,277811.0,1805.0,172441.0
1992,5,Canada,211964.0,1434.0,113867.0
1992,5,Japan,384145.0,2518.0,200468.0
1992,5,Germany,376083.0,2510.0,119076.0
1992,5,United Kingdom,290393.0,1958.0,176906.0
1992,5,France,296600.0,1989.0,145101.0
1992,5,India,121372.0,726.0,31668.0
1992,5,Brazil,102719.0,697.0,62004.0
1992,5,Australia,84109.0,584.0,48161.0
1992,5,South Korea,134225.0,914.0,864120.0
1992,5,Spain,173053.0,1182.0,91566.0
1992,5,Netherlands,106564.0,698.0,53507.0
1992,5,UAE,62630.0,376.0,36798.0
1992,5,Turkey,64157.0,451.0,38493.0
1992,5,Singapore,52508.0,316.0,21249.0
1992,5,Thailand,77798.0,537.0,30788.0
1992,5,Saudi Arabia,28456.0,229.0,12463.0
1992,6,United States,853743.0,5712.0,539577.0
1992,6,China,251612.0,1617.0,120779.0
1992,6,Italy,333037.0,2228.0,128416.0
1992,6,Mexico,260314.0,1704.0,123781.0
